Disease,Count_number_of_URLs,URL,Symptoms_and_Causes,Diagnosis_and_Tests,Management_and_Treatment,Prevention,Prognosis,Living_with
9006-breast-cancer-pain,2,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#prevention,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9006-breast-cancer-pain#living-with
17203-malignant-soft-tissue-tumors,2,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#prevention,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17203-malignant-soft-tissue-tumors#living-with
16855-cerebrovascular-occlusive-disease,2,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#prevention,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16855-cerebrovascular-occlusive-disease#living-with
8956-food-allergies--asthma,2,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#management-and-treatment,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#prevention,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/8956-food-allergies--asthma#living-with
17600-valve-disease-types,2,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#prevention,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17600-valve-disease-types#living-with
15220-pyospermia,2,https://my.clevelandclinic.org/health/diseases/15220-pyospermia,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#prevention,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15220-pyospermia#living-with
6033-lissencephaly,2,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#management-and-treatment,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#prevention,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/6033-lissencephaly#living-with
16858-chemotherapy--the-heart-cardiotoxicity,2,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#prevention,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16858-chemotherapy--the-heart-cardiotoxicity#living-with
16713-cad-acute-coronary-syndrome,2,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16713-cad-acute-coronary-syndrome#living-with
9379-depression-overview-and-its-role-in-parkinsons-disease,2,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#prevention,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9379-depression-overview-and-its-role-in-parkinsons-disease#living-with
12102-vascular-pain,2,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#management-and-treatment,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#prevention,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/12102-vascular-pain#living-with
14621-iron-rich-foods-and-anemia,2,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#prevention,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14621-iron-rich-foods-and-anemia#living-with
14324-multiple-sclerosis-and-pain,2,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#prevention,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14324-multiple-sclerosis-and-pain#living-with
14418-ptosis-drooping-eyelid,2,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#prevention,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14418-ptosis-drooping-eyelid#living-with
16280-penile-adhesions-and-skin-bridges,2,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#prevention,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16280-penile-adhesions-and-skin-bridges#living-with
17649-blood-pressure,2,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#prevention,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17649-blood-pressure#living-with
17009-foot--ankle-fractures-malunion,2,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#prevention,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17009-foot--ankle-fractures-malunion#living-with
17604-vascular-disease,2,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#prevention,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17604-vascular-disease#living-with
17241-mitral-valve-prolapse,2,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#prevention,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17241-mitral-valve-prolapse#living-with
5601-stroke-understanding-stroke,2,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#management-and-treatment,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#prevention,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/5601-stroke-understanding-stroke#living-with
8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms,2,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#management-and-treatment,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#prevention,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/8453-bladder-and-bowel-dysfunction-in-multiple-sclerosis-ms#living-with
14136-multiple-sclerosis-fatigue,2,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#prevention,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14136-multiple-sclerosis-fatigue#living-with
16444-diabetes-self-care-survival-skills,1,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#prevention,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16444-diabetes-self-care-survival-skills#living-with
16777-benign-hematology,1,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#prevention,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16777-benign-hematology#living-with
10312-estrogen-dependent-cancers,1,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#management-and-treatment,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#prevention,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/10312-estrogen-dependent-cancers#living-with
17558-thyroid-eye-disease,1,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#prevention,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17558-thyroid-eye-disease#living-with
16890-congenital-hand-differences,1,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#prevention,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16890-congenital-hand-differences#living-with
17097-hereditary-non-polyposis-colorectal-cancer-hnpcc,1,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#prevention,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17097-hereditary-non-polyposis-colorectal-cancer-hnpcc#living-with
17030-gliomas-tumors,1,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#prevention,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17030-gliomas-tumors#living-with
17424-repetitive-stress-injury,1,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#prevention,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17424-repetitive-stress-injury#living-with
17449-rotator-cuff-tendonitis,1,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#prevention,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17449-rotator-cuff-tendonitis#living-with
16795-bone-disorders,1,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#prevention,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16795-bone-disorders#living-with
17048-hearing-impairment-and-deafness,1,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#prevention,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17048-hearing-impairment-and-deafness#living-with
9917-epilepsy-types-and-their-symptoms,1,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#prevention,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9917-epilepsy-types-and-their-symptoms#living-with
16782-bile-duct-cancer-stones--strictures,1,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#prevention,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16782-bile-duct-cancer-stones--strictures#living-with
17039-hamstring-injury,1,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#prevention,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17039-hamstring-injury#living-with
5964-proctitis,1,https://my.clevelandclinic.org/health/diseases/5964-proctitis,https://my.clevelandclinic.org/health/diseases/5964-proctitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/5964-proctitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/5964-proctitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/5964-proctitis#prevention,https://my.clevelandclinic.org/health/diseases/5964-proctitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/5964-proctitis#living-with
16708-abnormal-sense-of-taste-and-smell,1,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#prevention,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16708-abnormal-sense-of-taste-and-smell#living-with
17182-valve-disease-living-with-valve-disease,1,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#prevention,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17182-valve-disease-living-with-valve-disease#living-with
17250-multiple-system-atrophy,1,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#prevention,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17250-multiple-system-atrophy#living-with
9392-speech-therapy-for-parkinsons-disease,1,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#prevention,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9392-speech-therapy-for-parkinsons-disease#living-with
16142-antimicrobial-resistance,1,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#prevention,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16142-antimicrobial-resistance#living-with
16944-ear-infections,1,https://my.clevelandclinic.org/health/diseases/16944-ear-infections,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#prevention,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16944-ear-infections#living-with
17224-metastatic-cancer,1,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#prevention,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17224-metastatic-cancer#living-with
