9370-emphysema,bronchitis,changes lead shortness breath,chest tightness,cough,coughing,difficulty clearing airways,fatigue,genetic ( inherited ) factors ( alpha- antitrypsin deficiency ),gradual development shortness breath tiredness,increased production mucus,inflammation damage cilia line bronchial tubes,long-term cough,long-term mucus production,lung infections,mistaken illnesses,mucus production,ongoing fatigue,percent lung tissue,respiratory infections,shortness breath,swollen airways,wheezing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045-group-b-streptococcus--pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858-devics-disease-neuromyelitis,blurred vision,bowels spasticity,loss vision,stiffness tightness muscles ),weakness numbness problems bladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12056-pain-psychogenic-pain,headaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15745-human-bites,bleed swell,certain signs,chills,fever,fingertips trouble bending fully straightening finger,injury,intense pain swelling,pain tenderness,pus around wound,reddening skin ( erythema ) wounded area,sign ’ damaged tendons and/or nerves,site injury,unwell,warm touch,wound,wound infected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17841-bradycardia,blood sleep apnea,chest pain,confusion,congenital heart defect,electrolyte imbalance,endocarditis medical procedure inflammation,fluttering,heart ( heart block ),heart attack,heart muscle,heart palpitations,illness medical problems,injury heart,lack energy,low thyroid function,passing dizziness,problem sa node,short breath,syncope,weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11626-patent-foramen-ovale-pfo-in-children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815-hyperglycemia-high-blood-sugar,amount carbohydrates,blurred vision,build blood,cold,coma,confusion disorientation,dawn phenomenon,decreased insulin sensitivity,deep labored breathing hyperventilation,dehydration,endocrine conditions,fatigue,feeling weak,flu,frequent urination,gestational diabetes,happens % pregnancies,headache,high blood sugar,hunger,illness,increased thirst,infection,insulin resistance,ketoacidosis,lead coma death,pancreatic cancer cystic fibrosis,physical stress,rapid heartbeat,slow-healing cuts sores,tired,toxic acids,trauma,type diabetes ),unusual fruity smell breath,vaginal skin infections,vomiting,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14415-keratoconus,vision one eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900-foot-and-ankle-arthritis,stiffness joint,swelling joint,tenderness pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755-arteriovenous-malformation-avm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17578-tricuspid-valve-disease,atrial fibrillation,cold skin ),easily tired,fatigue,fluttering discomfort,irregular heart rhythm,right abdominal pain,shortness breath,swelling legs abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10857-endometriosis,back pain,inflamed,menstruation,painful menstrual cramps,painful sex,pregnant abdominal cramps,scar tissue cysts,tiny pieces tissue,tissue bleeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17740-low-potassium-levels-in-your-blood-hypokalemia,abnormal heart rhythms kidney problems,diarrhea,excessive sweating,frequent vomiting,muscle cramps,muscle twitches,paralysis,primary aldosteronism ),renal tubular acidosis,severe cases,urination,weakness muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21890-anuria,bladder outlet obstruction,blood fluid supply conditions,blood loss,damage kidneys,diabetes,extreme dehydration,heart liver failure,infections,kidney stones enlarged prostate gland,obstruction abnormalities,post-renal causes,severe infection,severe shock,shock,swollen legs feet,weakness dizziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12014-moles-freckles-skin-tags-lentigines-and-seborrheic-keratoses,freckles,image freckles,image lentigines,image seborrheic keratoses,lead skin cancer,lentigines,pregnancy,seborrheic keratoses,xeroderma pigmentosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16291-buried-penis,abnormalities,collection lymph fluid,drops urine skin scrotum thighs clothes,excess fat around abdomen genital area,infections urinary tract genital area,inflamed,ligaments attach penis underlying structures,low self-esteem depression,lymphedema,morbid obesity,painful,penis,psychological problems,skin covering head penis,swelling around scrotum area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912-portal-hypertension,accumulation fluid abdomen,ascites,"black , tarry stools blood stools",blood clot,cirrhosis,confusion forgetfulness,encephalopathy,gastrointestinal bleeding,healing liver injury,hepatitis,liver damage,poor liver function diversion blood flow away liver,reduced levels platelets,scar tissue,scarring liver,spontaneous rupture bleeding varices,thrombosis,vomiting blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15801-tuberculosis-tb-in-children,bacteria,bacteria reach lungs,cough,exposed bacteria,"heavy , fast ) breathing swollen glands weakness",ineffective cough bacteria mucus secretions,infection spreading,lethargy,night sweats irritability,poor growth fever,severe forms tb,tb bacterium,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16854-cerebrospinal-fluid-csf-leak,abnormal buildup csf brain,arm pain,balance problems,blurred vision,double vision,elevated pressure brain fluid,head trauma spine injury,headache,hearing changes,high pressure intracranial hydrocephalus,metallic taste,mouth drainage,nausea,neck stiffness pain,ringing ears sensitivity,shoulder blades,skull base defects ( meningoencephaloceles ),spontaneous csf leak,throat loss smell,underlying untreated intracranial hypertension,vision changes,vomiting pain,watery drainage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13204-cryoglobulinemia,blood cell abnormalities lymphoma,change color hands and/or feet,commonly fatigue,elevated levels,enlarged liver spleen numbness,hands feet kidney damage,hepatitis c infection,high blood pressure swelling ankles legs skin ulcers gangrene,idiopathic '' ),infection,joint pain,multiple myeloma,numbness weakness,particular rash,purpura,raynaud,raynaud 's phenomenon,red spots purple bruises,tingling weakness,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173-alzheimers-disease-and-down-syndrome,aggressiveness,agitation,anxiety loss,confusion,increase irritability,loss ability,loss concentration increase compulsions onset,loss energy,mastered skills changes sleep pattern,memory loss,multiple steps loss balance,restlessness,sadness,seizures,tiredness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12113-high-cholesterol-in-children,elevated cholesterol,obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15796-biliary-stricture,bile duct infection,bile ducts pancreatitis ( inflammation pancreas ),chills,damage done bile duct,fever jaundice,intestinal ( small bowel ) injuries cancer,itching,nausea,pain upper right side abdomen,passage gallstones,vomiting gray pale-colored stools,yellowing skin eyes ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16242-atypical-hyperplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15227-vestibular-neuritis,balance difficulties,balance dizziness problems,balance hearing,chickenpox,cold sores,dizziness,examples viral infections areas body,flu,hearing loss,hepatitis polio,herpes virus,labyrinthitis,measles,mumps,nausea,ringing ears ),severe vertigo ( spinning/swaying sensation,severe vertigo dizziness,shingles,sudden,swelling,viral infection,viral infection inner ear,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14475-pure-red-cell-aplasia-prca,antibodies,case drug-induced red cell aplasia,difficulty exercise intolerance,dizziness,fatigue breathing,large granular lymphocytic leukemia ( lgll ),lupus common variable immunodeficiency ( cvid ),lymphocytic leukemias ( blood cancers,lymphoid organ,multiple causes,pale skin headaches,parvovirus b infection,red cell aplasia,rheumatoid arthritis,signs typical patients anemia,toxic red blood cell precursors,toxic red blood cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979-scleroderma-an-overview,acid reflux ),constipation,difficulty swallowing,digestive gastrointestinal problems,dry eyes mouth,dryness,excessive calcium deposition skin ( calcinosis ),hair loss,heartburn,immune damage destruction moisture-producing glands body,joint contractures,lack secretion tears saliva,patients raynaud 's phenomenon,persistent cough,primary raynaud 's phenomenon,raynaud 's phenomenon,red spots skin,rigidity ),shortness breath,stiffness joints,swelling hands feet,thickening skin,"tight , mask-like facial skin ulcerations fingertips toes pain",weight loss fatigue,—raynaud 's phenomenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15574-pruritus-ani-anal-itching,allergens irritants,anal area,anal fissures ( ulcers ),atopic dermatitis,bleeding,candida albicans ( yeast,chronic condition,contact dermatitis,diabetes mellitus,dry irritated,dryness irritation anal area,excess perspiration,excess perspiration moisture,fecal soiling,fecal urinary incontinence,fistulas ( abnormal tube-like passages ),frequent bowel movements ( diarrhea ) infrequent ones ( constipation,fungi ( yeast,hypersensitivity reaction,incontinence bowel bladder,infections,inflammation,internal external hemorrhoids,internal hemorrhoids,irritation,irritation itching,itching,itching irritation,large external hemorrhoids,leukemia,lymphoma,obstructive jaundice,parasites,patients allergies,psoriasis,psychological factors,rash perianal region,rectal prolapse,residual amounts feces,sarcoptes scabiei ( scabies mites ) organisms,small amounts fecal matter,staphylococcus aureus streptococcus pyogenes,types bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21132-vitamin-k-deficiency-bleeding,babies bleed,babies bleed intestines brains,babies diarrhea,bleeding,blood unable clot,bruises baby ’ head,cystic fibrosis,especially nose umbilical cord,external bleeding,intestinal bacteria,lead brain damage,seizures,signs bleeding brain,sleepiness,stool dark sticky,tuberculosis,uncontrolled bleeding,uncontrolled bleeding medical emergency,unnatural skin coloring,vomiting,vomiting blood,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13205-central-nervous-system-vasculitis,abdominal ( stomach ) pain,abnormal antibodies ( autoantibodies ),allergic reactions,attack vessel walls,cases vasculitis,change mood personality decrease level consciousness,cns vasculitis,dark bloody urine,encephalopathy ( swelling brain ),fatigue,fever,forgetfulness confusion,immune `` allergic '' reaction blood vessel walls,infection,inflamed,inflammation destruction vessel wall,joint pains,kidney problems,nerve problems,numbness,problems eyesight,seizures,sensation abnormalities,severe headaches,skin rashes,strokes transient ischemic attacks,tiredness,vasculitis,virus,weakness,weakness pain,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213-childhood-acute-lymphoblastic-leukemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17620-visceral-artery-aneursym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601-retractile-testicle,anxiety,cremaster muscle fatigued,cremasteric reflex,known cremasteric reflex,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345-umbilical-cord-prolapse,excessive amniotic fluid,multiple gestation pregnancies,polyhydramnios,premature rupture membranes,preterm labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17821-jellyfish-stings,chest pain,difficulty breathing,difficulty swallowing,itching,minor pain,muscle cramps,nausea,pain serious health problems,rash,rash pain,skin blistering numbness,tingling,vomiting,worsening redness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16618-diabetes-insipidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625-goiter,cancer thyroid gland,constipation,coughing wheezing,difficulty breathing ( shortness breath,difficulty swallowing,dizziness arms raised head,dry skin,enlarges thyroid,fatigue,feeling tired ),fewer thyroid hormones,hyperthyroidism,hypothyroidism,immune system attacks thyroid gland thyroid grows,increased resting pulse rate rapid heartbeat diarrhea,inflammation ( swelling ) thyroid gland,inflammation thyroid gland,menstrual irregularities,nausea,neck vein swelling,nodules,overactive thyroid,pregnancy,scratchy voice ),squeezing esophagus,squeezing windpipe ),sweating,swelling front neck,thyroid cancer,thyroid gland,thyroid grow,thyroiditis,tightness throat area hoarseness,underactive thyroid,virus,vomiting,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16946-ebsteins-anomaly-for-adults,adult congenital heart defects,arrhythmia,bluish tint,defect severe,defect usually severe immediate treatment,easily exercise heart rhythm disturbances,first sign defect,occasional chest pain,shortness breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17068-heart-disease--pregnancy,arrhythmia,arrhythmia pregnancy,coronary dissection,fluid retention,high blood pressure,high blood pressure ),hypertension,increase blood volume pregnancy,increased risk complications future pregnancies,multiple pregnancies african descent,murmur,murmur harmless,myocardial infarction,myocardial infarction plaque inside arteries ruptures,peripartum cardiomyopathy,pih,pih ),potential complications,preeclampsia,preeclampsia eclampsia,pregnancy,pregnancy increases risk blood clots,pregnancy peripartum cardiomyopathy,pregnancy-induced hypertension,pregnant congratulations pregnancy,spontaneous blood clot,swelling,toxemia,toxemia pregnancy,type arrhythmia,weakening vessel wall leads spontaneous tear clotting,“ hardening arteries ” ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14510-nocturia,accumulated feet legs,benign prostatic hyperplasia,bladder infection recurrent urinary tract infection,bladder inflammation,bladder malignancy,bladder obstruction,bladder overactivity,bladder spasms,congestive heart failure,diabetes insipidus,difficulty sleeping,edema lower extremities ( swelling legs,elevated,fatigue,fluid retention,frequent urinations,gestational diabetes,high fluid intake,high urine volume night,inability bladder,inability bladder fully empty,inability fully empty bladder,interstitial cystitis ( pain bladder,lie sleep,much water filtered kidneys,non-cancerous overgrowth prostate obstructs flow urine,obstructive sleep apnea,polyuria,polyuria urinate,pregnancy ),sleepiness,something urine,swelling,untreated diabetes ( type type ),urge urinate ( low bladder volume,urinate small amounts urinate,waking night urinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586-corneal-disease,abnormal folds reduplications epithelium,abnormal protein fibers throughout stroma,abnormal surface tissue,advanced stages condition,allergic conditions,astigmatism nearsightedness,blurred vision,blurry,blurry times,chickenpox,chickenpox virus,cold sores,consistent vision,creating either mild severe distortion,cure ocular herpes,dots small fingerprints,earliest signs fuch 's dystrophy,early changes,eczema vernal keratoconjunctivitis,epithelial erosion,epithelial erosions,erosions,excessive tearing,extreme sensitivity light,eye deep injury,eye trauma,fever,fever pain affected nerve fibers,fuch 's dystrophy,genital herpes,healing process,herpes zoster,herpes zoster ( shingles ) shingles recurrence,increased sensitivity light,infection,irregular astigmatism,keratoconus,lattice dystrophy,map-dot-fingerprint dystrophy,map-dot-fingerprint dystrophy map-dot-fingerprint dystrophy,microorganisms,moderate severe pain,much quicker recovery vision,ocular herpes,ocular herpes ( herpes eye,ocular herpes herpes simplex virus,osteogenesis imperfecta,pain,pain irritation,patients fuch 's dystrophy,redness,reduced visual clarity,retinitis pigmentosa,retinopathy prematurity,serious problem condition,severe pain,sexually transmitted herpes simplex ii virus,shingles,shingles near eye,significantly impaired chronic pain,swelling,tearing,treatment lattice dystrophy,type infection,viral infection eye,virus,vision loss,weakened immune system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14162-stuttering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16158-reversible-cerebral-vasoconstriction-syndrome,bleeding childbirth,blood vessels tissue,bronchial carcinoid,change tone blood vessels,constriction arteries,constriction cerebral arteries,disturbance control smooth muscle tone,external factors,eyesight seizures,inflammation changes within structure brain,migraines,phaeochromocytoma,rcvs,secrete substances,severe sudden onset headaches,strokes transient ischemic attacks,tias “ mini-strokes ” ),weakness problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16513-blood-in-the-semen-hematospermia,acute bacterial prostatitis,benign prostatic hyperplasia,bladder cancer,cancers,chlamydia,chronic infections,cysts polyps,epididymitis,gonorrhea,human immunodeficiency virus ( hiv ),orchitis,prostate cancer,prostate conditions,seminal tract infection inflammation,seminal vessel cancer,sexually transmitted infections,stones ( calculi ) cysts,testicular epididymis conditions,testicular/epididymal cancer,tuberculosis schistosomiasis,viral bacterial infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14574-fecal-bowel-incontinence,area body,certain medical conditions,changes body functions,chronic constipation,constipation,damage nerves,diabetes,excess stool builds leak,frequent diarrhea constipation,frequent severe straining ),general weakness,inability rectum stretch,incontinence,inflammation ( swelling,large amount loose stool,large stool ball,laxative abuse,lead incontinence,loose stool difficult control solid stool,multiple sclerosis,muscle damage,muscles rectum anus,nerve damage,problems stool control,rectal prolapse ( rectum falls anus,rectal sensation,rectocele ( rectum pushes vagina,scars,stiffen muscles rectum,stool leaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
